Code 1,Code Description Text,Full Description text,length
M4981,"SPONDYLOPATHY IN OTHER DISEASE CLASS EWHERE, OCCIPITO-ATLANTO-AXIAL REG","SPONDYLOPATHY IN OTHER DISEASE CLASS EWHERE, OCCIPITO-ATLANTO-AXIAL REG",5
M4982,"SPONDYLOPATHY IN OTHER DISEASES CLASSIFIED ELSEWHERE, CERVIAL REGION","SPONDYLOPATHY IN OTHER DISEASES CLASSIFIED ELSEWHERE, CERVIAL REGION",5
M4983,"SPONDYLOPATHY IN OTHER DISEASE CLASSIFIED ELSEWHERE, CERVICOTHORACIC REG","SPONDYLOPATHY IN OTHER DISEASE CLASSIFIED ELSEWHERE, CERVICOTHORACIC REG",5
M4984,"SPONDYLOPATHY IN OTHER DISEASES CLASSIFIED ELSEWHERE, THORACIC REGION","SPONDYLOPATHY IN OTHER DISEASES CLASSIFIED ELSEWHERE, THORACIC REGION",5
M4985,"SPONDYLOPATHY IN OTHER DISEASES CLASSIFIED ELSEWHERE, THORACOLUMBAR REGION","SPONDYLOPATHY IN OTHER DISEASES CLASSIFIED ELSEWHERE, THORACOLUMBAR REGION",5
M4986,"SPONDYLOPATHY IN OTHER DISEASES CLASSIFIED ELSEWHERE, LUMBAR REGION","SPONDYLOPATHY IN OTHER DISEASES CLASSIFIED ELSEWHERE, LUMBAR REGION",5
M4987,"SPONDYLOPATHY IN OTHER DISEASES CLASSIFIED ELSEWHERE, LUMBOSACRAL REGION","SPONDYLOPATHY IN OTHER DISEASES CLASSIFIED ELSEWHERE, LUMBOSACRAL REGION",5
M4988,"SPONDYLOPATHY IN OTHER DISEASE CLASS EWHERE, SACRAL + SACROCOCCYGEAL REG","SPONDYLOPATHY IN OTHER DISEASE CLASS EWHERE, SACRAL + SACROCOCCYGEAL REG",5
M4989,"SPONDYLOPATHY IN OTHER DISEASES CLASSIFIED ELSEWHERE, SITE UNSPECIFIED","SPONDYLOPATHY IN OTHER DISEASES CLASSIFIED ELSEWHERE, SITE UNSPECIFIED",5
M50,CERVICAL DISC DISORDERS,CERVICAL DISC DISORDERS,3
M500,CERVICAL DISC DISORDER WITH MYELOPATHY,CERVICAL DISC DISORDER WITH MYELOPATHY,4
M501,CERVICAL DISC DISORDER WITH RADICULOPATHY,CERVICAL DISC DISORDER WITH RADICULOPATHY,4
M502,OTHER CERVICAL DISC DISPLACEMENT,OTHER CERVICAL DISC DISPLACEMENT,4
M503,OTHER CERVICAL DISC DEGENERATION,OTHER CERVICAL DISC DEGENERATION,4
M508,OTHER CERVICAL DISC DISORDERS,OTHER CERVICAL DISC DISORDERS,4
M509,"CERVICAL DISC DISORDER, UNSPECIFIED","CERVICAL DISC DISORDER, UNSPECIFIED",4
M51,OTHER INTERVERTEBRAL DISC DISORDERS,OTHER INTERVERTEBRAL DISC DISORDERS,3
M510,LUMBAR AND OTHER INTERVERTEBRAL DISC DISORDERS WITH MYELOPATHY,LUMBAR AND OTHER INTERVERTEBRAL DISC DISORDERS WITH MYELOPATHY,4
M511,LUMBAR AND OTHER INTERVERTEBRAL DISC DISORDERS WITH RADICULOPATHY,LUMBAR AND OTHER INTERVERTEBRAL DISC DISORDERS WITH RADICULOPATHY,4
M512,OTHER SPECIFIED INTERVERTEBRAL DISC DISPLACEMENT,OTHER SPECIFIED INTERVERTEBRAL DISC DISPLACEMENT,4
M513,OTHER SPECIFIED INTERVERTEBRAL DISC DEGENERATION,OTHER SPECIFIED INTERVERTEBRAL DISC DEGENERATION,4
M514,SCHMORL'S NODES,SCHMORL'S NODES,4
M518,OTHER SPECIFIED INTERVERTEBRAL DISC DISORDERS,OTHER SPECIFIED INTERVERTEBRAL DISC DISORDERS,4
M519,"INTERVERTEBRAL DISC DISORDER, UNSPECIFIED","INTERVERTEBRAL DISC DISORDER, UNSPECIFIED",4
M53,"OTHER DORSOPATHIES, NOT ELSEWHERE CLASSIFIED","OTHER DORSOPATHIES, NOT ELSEWHERE CLASSIFIED",3
M530,CERVICOCRANIAL SYNDROME,CERVICOCRANIAL SYNDROME,4
M5300,CERVICOCRANIAL SYNDROME (MULTIPLE/SPINE),CERVICOCRANIAL SYNDROME (MULTIPLE/SPINE),5
M5301,CERVICOCRANIAL SYNDROME (OCCIPITO-ATLANTO-AXIAL),CERVICOCRANIAL SYNDROME (OCCIPITO-ATLANTO-AXIAL),5
M5302,CERVICOCRANIAL SYNDROME (CERVICAL),CERVICOCRANIAL SYNDROME (CERVICAL),5
M5303,CERVICOCRANIAL SYNDROME (CERVICOTHORACIC),CERVICOCRANIAL SYNDROME (CERVICOTHORACIC),5
M5309,CERVICOCRANIAL SYNDROME (SITE UNSPECIFIED),CERVICOCRANIAL SYNDROME (SITE UNSPECIFIED),5
M531,CERVICOBRACHIAL SYNDROME,CERVICOBRACHIAL SYNDROME,4
M5310,CERVICOBRACHIAL SYNDROME (MULTIPLE/SPINE),CERVICOBRACHIAL SYNDROME (MULTIPLE/SPINE),5
M5312,CERVICOBRACHIAL SYNDROME (CERVICAL),CERVICOBRACHIAL SYNDROME (CERVICAL),5
M5313,CERVICOBRACHIAL SYNDROME (CERVICOTHORACIC),CERVICOBRACHIAL SYNDROME (CERVICOTHORACIC),5
M5314,CERVICOBRACHIAL SYNDROME (THORACIC),CERVICOBRACHIAL SYNDROME (THORACIC),5
M5319,CERVICOBRACHIAL SYNDROME (SITE UNSPECIFIED),CERVICOBRACHIAL SYNDROME (SITE UNSPECIFIED),5
M532,SPINAL INSTABILITIES,SPINAL INSTABILITIES,4
M5320,SPINAL INSTABILITIES (MULTIPLE/SPINE),SPINAL INSTABILITIES (MULTIPLE/SPINE),5
M5321,SPINAL INSTABILITIES (OCCIPITO-ATLANTO-AXIAL),SPINAL INSTABILITIES (OCCIPITO-ATLANTO-AXIAL),5
M5322,SPINAL INSTABILITIES (CERVICAL),SPINAL INSTABILITIES (CERVICAL),5
M5323,SPINAL INSTABILITIES (CERVICOTHORACIC),SPINAL INSTABILITIES (CERVICOTHORACIC),5
M5324,SPINAL INSTABILITIES (THORACIC),SPINAL INSTABILITIES (THORACIC),5
M5325,SPINAL INSTABILITIES (THORACOLUMBAR),SPINAL INSTABILITIES (THORACOLUMBAR),5
M5326,SPINAL INSTABILITIES (LUMBAR),SPINAL INSTABILITIES (LUMBAR),5
M5327,SPINAL INSTABILITIES (LUMBOSACRAL),SPINAL INSTABILITIES (LUMBOSACRAL),5
M5328,SPINAL INSTABILITIES (SACRAL/SACROCOCCYGEAL),SPINAL INSTABILITIES (SACRAL/SACROCOCCYGEAL),5
M5329,SPINAL INSTABILITIES (SITE UNSPECIFIED),SPINAL INSTABILITIES (SITE UNSPECIFIED),5
M533,"SACROCOCCYGEAL DISORDERS, NOT ELSEWHERE CLASSIFIED","SACROCOCCYGEAL DISORDERS, NOT ELSEWHERE CLASSIFIED",4
M5330,"SACROCOCCYGEAL DISORDERS, NOT ELSEWHERE CLASSIFIED (MULTIPLE/SPINE)","SACROCOCCYGEAL DISORDERS, NOT ELSEWHERE CLASSIFIED (MULTIPLE/SPINE)",5
M5338,"SACROCOCCYGEAL DISORDERS, NOT ELSEWHERE CLASSIFIED (SACRAL/SACROCOCCYGEAL)","SACROCOCCYGEAL DISORDERS, NOT ELSEWHERE CLASSIFIED (SACRAL/SACROCOCCYGEAL)",5
M5339,"SACROCOCCYGEAL DISORDERS, NOT ELSEWHERE CLASSIFIED (SITE UNSPECIFIED)","SACROCOCCYGEAL DISORDERS, NOT ELSEWHERE CLASSIFIED (SITE UNSPECIFIED)",5
M538,OTHER SPECIFIED DORSOPATHIES,OTHER SPECIFIED DORSOPATHIES,4
M5380,OTHER SPECIFIED DORSOPATHIES (MULTIPLE/SPINE),OTHER SPECIFIED DORSOPATHIES (MULTIPLE/SPINE),5
M5381,OTHER SPECIFIED DORSOPATHIES (OCCIPITO-ATLANTO-AXIAL),OTHER SPECIFIED DORSOPATHIES (OCCIPITO-ATLANTO-AXIAL),5
M5382,OTHER SPECIFIED DORSOPATHIES (CERVICAL),OTHER SPECIFIED DORSOPATHIES (CERVICAL),5
M5383,OTHER SPECIFIED DORSOPATHIES (CERVICOTHORACIC),OTHER SPECIFIED DORSOPATHIES (CERVICOTHORACIC),5
M5384,OTHER SPECIFIED DORSOPATHIES (THORACIC),OTHER SPECIFIED DORSOPATHIES (THORACIC),5
M5385,OTHER SPECIFIED DORSOPATHIES (THORACOLUMBAR),OTHER SPECIFIED DORSOPATHIES (THORACOLUMBAR),5
M5386,OTHER SPECIFIED DORSOPATHIES (LUMBAR),OTHER SPECIFIED DORSOPATHIES (LUMBAR),5
M5387,OTHER SPECIFIED DORSOPATHIES (LUMBOSACRAL),OTHER SPECIFIED DORSOPATHIES (LUMBOSACRAL),5
M5388,OTHER SPECIFIED DORSOPATHIES (SACRAL/SACROCOCCYGEAL),OTHER SPECIFIED DORSOPATHIES (SACRAL/SACROCOCCYGEAL),5
M5389,OTHER SPECIFIED DORSOPATHIES (SITE UNSPECIFIED),OTHER SPECIFIED DORSOPATHIES (SITE UNSPECIFIED),5
M539,"DORSOPATHY, UNSPECIFIED","DORSOPATHY, UNSPECIFIED",4
M5390,"DORSOPATHY, UNSPECIFIED (MULTIPLE/SPINE)","DORSOPATHY, UNSPECIFIED (MULTIPLE/SPINE)",5
M5391,"DORSOPATHY, UNSPECIFIED (OCCIPITO-ATLANTO-AXIAL)","DORSOPATHY, UNSPECIFIED (OCCIPITO-ATLANTO-AXIAL)",5
M5392,"DORSOPATHY, UNSPECIFIED (CERVICAL)","DORSOPATHY, UNSPECIFIED (CERVICAL)",5
M5393,"DORSOPATHY, UNSPECIFIED (CERVICOTHORACIC)","DORSOPATHY, UNSPECIFIED (CERVICOTHORACIC)",5
M5394,"DORSOPATHY, UNSPECIFIED (THORACIC)","DORSOPATHY, UNSPECIFIED (THORACIC)",5
M5395,"DORSOPATHY, UNSPECIFIED (THORACOLUMBAR)","DORSOPATHY, UNSPECIFIED (THORACOLUMBAR)",5
M5396,"DORSOPATHY, UNSPECIFIED (LUMBAR)","DORSOPATHY, UNSPECIFIED (LUMBAR)",5
M5397,"DORSOPATHY, UNSPECIFIED (LUMBOSACRAL)","DORSOPATHY, UNSPECIFIED (LUMBOSACRAL)",5
M5398,"DORSOPATHY, UNSPECIFIED (SACRAL/SACROCOCCYGEAL)","DORSOPATHY, UNSPECIFIED (SACRAL/SACROCOCCYGEAL)",5
M5399,"DORSOPATHY, UNSPECIFIED (SITE UNSPECIFIED)","DORSOPATHY, UNSPECIFIED (SITE UNSPECIFIED)",5
M54,DORSALGIA,DORSALGIA,3
M540,PANNICULITIS AFFECTING REGIONS OF NECK AND BACK,PANNICULITIS AFFECTING REGIONS OF NECK AND BACK,4
M5400,PANNICULITIS AFFECTING REGIONS OF NECK AND BACK (MULTIPLE/SPINE),PANNICULITIS AFFECTING REGIONS OF NECK AND BACK (MULTIPLE/SPINE),5
M5401,PANNICULITIS AFFECTING REGIONS OF NECK AND BACK (OCCIPITO-ATLANTO-AXIAL),PANNICULITIS AFFECTING REGIONS OF NECK AND BACK (OCCIPITO-ATLANTO-AXIAL),5
M5402,PANNICULITIS AFFECTING REGIONS OF NECK AND BACK (CERVICAL),PANNICULITIS AFFECTING REGIONS OF NECK AND BACK (CERVICAL),5
M5403,PANNICULITIS AFFECTING REGIONS OF NECK AND BACK (CERVICOTHORACIC),PANNICULITIS AFFECTING REGIONS OF NECK AND BACK (CERVICOTHORACIC),5
M5404,PANNICULITIS AFFECTING REGIONS OF NECK AND BACK (THORACIC),PANNICULITIS AFFECTING REGIONS OF NECK AND BACK (THORACIC),5
M5405,PANNICULITIS AFFECTING REGIONS OF NECK AND BACK (THORACOLUMBAR),PANNICULITIS AFFECTING REGIONS OF NECK AND BACK (THORACOLUMBAR),5
M5406,PANNICULITIS AFFECTING REGIONS OF NECK AND BACK (LUMBAR),PANNICULITIS AFFECTING REGIONS OF NECK AND BACK (LUMBAR),5
M5407,PANNICULITIS AFFECTING REGIONS OF NECK AND BACK (LUMBOSACRAL),PANNICULITIS AFFECTING REGIONS OF NECK AND BACK (LUMBOSACRAL),5
M5408,PANNICULITIS AFFECTING REGIONS OF NECK AND BACK (SACRAL/SACROCOCCYGEAL),PANNICULITIS AFFECTING REGIONS OF NECK AND BACK (SACRAL/SACROCOCCYGEAL),5
M5409,PANNICULITIS AFFECTING REGIONS OF NECK AND BACK (SITE UNSPECIFIED),PANNICULITIS AFFECTING REGIONS OF NECK AND BACK (SITE UNSPECIFIED),5
M541,RADICULOPATHY,RADICULOPATHY,4
M5410,RADICULOPATHY (MULTIPLE/SPINE),RADICULOPATHY (MULTIPLE/SPINE),5
M5411,RADICULOPATHY (OCCIPITO-ATLANTO-AXIAL),RADICULOPATHY (OCCIPITO-ATLANTO-AXIAL),5
M5412,RADICULOPATHY (CERVICAL),RADICULOPATHY (CERVICAL),5
M5413,RADICULOPATHY (CERVICOTHORACIC),RADICULOPATHY (CERVICOTHORACIC),5
M5414,RADICULOPATHY (THORACIC),RADICULOPATHY (THORACIC),5
M5415,RADICULOPATHY (THORACOLUMBAR),RADICULOPATHY (THORACOLUMBAR),5
M5416,RADICULOPATHY (LUMBAR),RADICULOPATHY (LUMBAR),5
M5417,RADICULOPATHY (LUMBOSACRAL),RADICULOPATHY (LUMBOSACRAL),5
M5418,RADICULOPATHY (SACRAL/SACROCOCCYGEAL),RADICULOPATHY (SACRAL/SACROCOCCYGEAL),5
M5419,RADICULOPATHY (SITE UNSPECIFIED),RADICULOPATHY (SITE UNSPECIFIED),5
M542,CERVICALGIA,CERVICALGIA,4
M5420,CERVICALGIA (MULTIPLE/SPINE),CERVICALGIA (MULTIPLE/SPINE),5
M5421,CERVICALGIA (OCCIPITO-ATLANTO-AXIAL),CERVICALGIA (OCCIPITO-ATLANTO-AXIAL),5
M5422,CERVICALGIA (CERVICAL),CERVICALGIA (CERVICAL),5
M5423,CERVICALGIA (CERVICOTHORACIC),CERVICALGIA (CERVICOTHORACIC),5
M5429,CERVICALGIA (SITE UNSPECIFIED),CERVICALGIA (SITE UNSPECIFIED),5
M543,SCIATICA,SCIATICA,4
M5430,SCIATICA (MULTIPLE/SPINE),SCIATICA (MULTIPLE/SPINE),5
M5436,SCIATICA (LUMBAR),SCIATICA (LUMBAR),5
M5437,SCIATICA (LUMBOSACRAL),SCIATICA (LUMBOSACRAL),5
M5438,SCIATICA (SACRAL/SACROCOCCYGEAL),SCIATICA (SACRAL/SACROCOCCYGEAL),5
M5439,SCIATICA (SITE UNSPECIFIED),SCIATICA (SITE UNSPECIFIED),5
M544,LUMBAGO WITH SCIATICA,LUMBAGO WITH SCIATICA,4
M5440,LUMBAGO WITH SCIATICA (MULTIPLE/SPINE),LUMBAGO WITH SCIATICA (MULTIPLE/SPINE),5
M5446,LUMBAGO WITH SCIATICA (LUMBAR),LUMBAGO WITH SCIATICA (LUMBAR),5
M5447,LUMBAGO WITH SCIATICA (LUMBOSACRAL),LUMBAGO WITH SCIATICA (LUMBOSACRAL),5
M5448,LUMBAGO WITH SCIATICA (SACRAL/SACROCOCCYGEAL),LUMBAGO WITH SCIATICA (SACRAL/SACROCOCCYGEAL),5
M5449,LUMBAGO WITH SCIATICA (SITE UNSPECIFIED),LUMBAGO WITH SCIATICA (SITE UNSPECIFIED),5
M545,LOW BACK PAIN,LOW BACK PAIN,4
M5450,LOW BACK PAIN (MULTIPLE/SPINE),LOW BACK PAIN (MULTIPLE/SPINE),5
M5456,LOW BACK PAIN (LUMBAR),LOW BACK PAIN (LUMBAR),5
M5457,LOW BACK PAIN (LUMBOSACRAL),LOW BACK PAIN (LUMBOSACRAL),5
M5458,LOW BACK PAIN (SACRAL/SACROCOCCYGEAL),LOW BACK PAIN (SACRAL/SACROCOCCYGEAL),5
M5459,LOW BACK PAIN (SITE UNSPECIFIED),LOW BACK PAIN (SITE UNSPECIFIED),5
M546,PAIN IN THORACIC SPINE,PAIN IN THORACIC SPINE,4
M5460,PAIN IN THORACIC SPINE (MULTIPLE/SPINE),PAIN IN THORACIC SPINE (MULTIPLE/SPINE),5
M5463,PAIN IN THORACIC SPINE (CERVICOTHORACIC),PAIN IN THORACIC SPINE (CERVICOTHORACIC),5
M5464,PAIN IN THORACIC SPINE (THORACIC),PAIN IN THORACIC SPINE (THORACIC),5
M5465,PAIN IN THORACIC SPINE (THORACOLUMBAR),PAIN IN THORACIC SPINE (THORACOLUMBAR),5
M5469,PAIN IN THORACIC SPINE (SITE UNSPECIFIED),PAIN IN THORACIC SPINE (SITE UNSPECIFIED),5
M548,OTHER DORSALGIA,OTHER DORSALGIA,4
M5480,OTHER DORSALGIA (MULTIPLE/SPINE),OTHER DORSALGIA (MULTIPLE/SPINE),5
M5481,OTHER DORSALGIA (OCCIPITO-ATLANTO-AXIAL),OTHER DORSALGIA (OCCIPITO-ATLANTO-AXIAL),5
M5482,OTHER DORSALGIA (CERVICAL),OTHER DORSALGIA (CERVICAL),5
M5483,OTHER DORSALGIA (CERVICOTHORACIC),OTHER DORSALGIA (CERVICOTHORACIC),5
M5484,OTHER DORSALGIA (THORACIC),OTHER DORSALGIA (THORACIC),5
M5485,OTHER DORSALGIA (THORACOLUMBAR),OTHER DORSALGIA (THORACOLUMBAR),5
M5486,OTHER DORSALGIA (LUMBAR),OTHER DORSALGIA (LUMBAR),5
M5487,OTHER DORSALGIA (LUMBOSACRAL),OTHER DORSALGIA (LUMBOSACRAL),5
M5488,OTHER DORSALGIA (SACRAL/SACROCOCCYGEAL),OTHER DORSALGIA (SACRAL/SACROCOCCYGEAL),5
M5489,OTHER DORSALGIA (SITE UNSPECIFIED),OTHER DORSALGIA (SITE UNSPECIFIED),5
M549,"DORSALGIA, UNSPECIFIED","DORSALGIA, UNSPECIFIED",4
M5490,"DORSALGIA, UNSPECIFIED (MULTIPLE/SPINE)","DORSALGIA, UNSPECIFIED (MULTIPLE/SPINE)",5
M5491,"DORSALGIA, UNSPECIFIED (OCCIPITO-ATLANTO-AXIAL)","DORSALGIA, UNSPECIFIED (OCCIPITO-ATLANTO-AXIAL)",5
M5492,"DORSALGIA, UNSPECIFIED (CERVICAL)","DORSALGIA, UNSPECIFIED (CERVICAL)",5
M5493,"DORSALGIA, UNSPECIFIED (CERVICOTHORACIC)","DORSALGIA, UNSPECIFIED (CERVICOTHORACIC)",5
M5494,"DORSALGIA, UNSPECIFIED (THORACIC)","DORSALGIA, UNSPECIFIED (THORACIC)",5
M5495,"DORSALGIA, UNSPECIFIED (THORACOLUMBAR)","DORSALGIA, UNSPECIFIED (THORACOLUMBAR)",5
M5496,"DORSALGIA, UNSPECIFIED (LUMBAR)","DORSALGIA, UNSPECIFIED (LUMBAR)",5
M5497,"DORSALGIA, UNSPECIFIED (LUMBOSACRAL)","DORSALGIA, UNSPECIFIED (LUMBOSACRAL)",5
M5498,"DORSALGIA, UNSPECIFIED (SACRAL/SACROCOCCYGEAL)","DORSALGIA, UNSPECIFIED (SACRAL/SACROCOCCYGEAL)",5
M5499,"DORSALGIA, UNSPECIFIED (SITE UNSPECIFIED)","DORSALGIA, UNSPECIFIED (SITE UNSPECIFIED)",5
M60,MYOSITIS,MYOSITIS,3
M600,INFECTIVE MYOSITIS,INFECTIVE MYOSITIS,4
M6000,INFECTIVE MYOSITIS (MULTIPLE),INFECTIVE MYOSITIS (MULTIPLE),5
M6001,INFECTIVE MYOSITIS (SHOULDER),INFECTIVE MYOSITIS (SHOULDER),5
M6002,INFECTIVE MYOSITIS (UPPER ARM),INFECTIVE MYOSITIS (UPPER ARM),5
M6003,INFECTIVE MYOSITIS (FOREARM),INFECTIVE MYOSITIS (FOREARM),5
M6004,INFECTIVE MYOSITIS (HAND),INFECTIVE MYOSITIS (HAND),5
M6005,INFECTIVE MYOSITIS (PELVIC/THIGH),INFECTIVE MYOSITIS (PELVIC/THIGH),5
M6006,INFECTIVE MYOSITIS (LOWER LEG),INFECTIVE MYOSITIS (LOWER LEG),5
M6007,INFECTIVE MYOSITIS (ANKLE/FOOT),INFECTIVE MYOSITIS (ANKLE/FOOT),5
M6008,INFECTIVE MYOSITIS (OTHER),INFECTIVE MYOSITIS (OTHER),5
M6009,INFECTIVE MYOSITIS (SITE UNSPEC),INFECTIVE MYOSITIS (SITE UNSPEC),5
M601,INTERSTITIAL MYOSITIS,INTERSTITIAL MYOSITIS,4
M6010,INTERSTITIAL MYOSITIS (MULTIPLE),INTERSTITIAL MYOSITIS (MULTIPLE),5
M6011,INTERSTITIAL MYOSITIS (SHOULDER),INTERSTITIAL MYOSITIS (SHOULDER),5
M6012,INTERSTITIAL MYOSITIS (UPPER ARM),INTERSTITIAL MYOSITIS (UPPER ARM),5
M6013,INTERSTITIAL MYOSITIS (FOREARM),INTERSTITIAL MYOSITIS (FOREARM),5
M6014,INTERSTITIAL MYOSITIS (HAND),INTERSTITIAL MYOSITIS (HAND),5
M6015,INTERSTITIAL MYOSITIS (PELVIC/THIGH),INTERSTITIAL MYOSITIS (PELVIC/THIGH),5
M6016,INTERSTITIAL MYOSITIS (LOWER LEG),INTERSTITIAL MYOSITIS (LOWER LEG),5
M6017,INTERSTITIAL MYOSITIS (ANKLE/FOOT),INTERSTITIAL MYOSITIS (ANKLE/FOOT),5
M6018,INTERSTITIAL MYOSITIS (OTHER),INTERSTITIAL MYOSITIS (OTHER),5
M6019,INTERSTITIAL MYOSITIS (SITE UNSPEC),INTERSTITIAL MYOSITIS (SITE UNSPEC),5
M602,"FOREIGN BODY GRANULOMA OF SOFT TISSUE, NOT ELSEWHERE CLASSIFIED","FOREIGN BODY GRANULOMA OF SOFT TISSUE, NOT ELSEWHERE CLASSIFIED",4
M6020,"FOREIGN BODY GRANULOMA OF SOFT TISSUE, NOT ELSEWHERE CLASSIFIED (MULTIPLE)","FOREIGN BODY GRANULOMA OF SOFT TISSUE, NOT ELSEWHERE CLASSIFIED (MULTIPLE)",5
M6021,"FOREIGN BODY GRANULOMA OF SOFT TISSUE, NOT ELSEWHERE CLASSIFIED (SHOULDER)","FOREIGN BODY GRANULOMA OF SOFT TISSUE, NOT ELSEWHERE CLASSIFIED (SHOULDER)",5
M6022,"FOREIGN BODY GRANULOMA OF SOFT TISSUE, NEC (UPPER ARM)","FOREIGN BODY GRANULOMA OF SOFT TISSUE, NEC (UPPER ARM)",5
M6023,"FOREIGN BODY GRANULOMA OF SOFT TISSUE, NOT ELSEWHERE CLASSIFIED (FOREARM)","FOREIGN BODY GRANULOMA OF SOFT TISSUE, NOT ELSEWHERE CLASSIFIED (FOREARM)",5
M6024,"FOREIGN BODY GRANULOMA OF SOFT TISSUE, NOT ELSEWHERE CLASSIFIED (HAND)","FOREIGN BODY GRANULOMA OF SOFT TISSUE, NOT ELSEWHERE CLASSIFIED (HAND)",5
M6025,"FOREIGN BODY GRANULOMA OF SOFT TISSUE, NEC (PELVIC/THIGH)","FOREIGN BODY GRANULOMA OF SOFT TISSUE, NEC (PELVIC/THIGH)",5
M6026,"FOREIGN BODY GRANULOMA OF SOFT TISSUE, NEC (LOWER LEG)","FOREIGN BODY GRANULOMA OF SOFT TISSUE, NEC (LOWER LEG)",5
M6027,"FOREIGN BODY GRANULOMA OF SOFT TISSUE, NEC (ANKLE/FOOT)","FOREIGN BODY GRANULOMA OF SOFT TISSUE, NEC (ANKLE/FOOT)",5
M6028,"FOREIGN BODY GRANULOMA OF SOFT TISSUE, NOT ELSEWHERE CLASSIFIED (OTHER)","FOREIGN BODY GRANULOMA OF SOFT TISSUE, NOT ELSEWHERE CLASSIFIED (OTHER)",5
M6029,"FOREIGN BODY GRANULOMA OF SOFT TISSUE, NEC (SITE UNSPEC)","FOREIGN BODY GRANULOMA OF SOFT TISSUE, NEC (SITE UNSPEC)",5
M608,OTHER MYOSITIS,OTHER MYOSITIS,4
M6080,OTHER MYOSITIS (MULTIPLE),OTHER MYOSITIS (MULTIPLE),5
M6081,OTHER MYOSITIS (SHOULDER),OTHER MYOSITIS (SHOULDER),5
M6082,OTHER MYOSITIS (UPPER ARM),OTHER MYOSITIS (UPPER ARM),5
M6083,OTHER MYOSITIS (FOREARM),OTHER MYOSITIS (FOREARM),5
M6084,OTHER MYOSITIS (HAND),OTHER MYOSITIS (HAND),5
M6085,OTHER MYOSITIS (PELVIC/THIGH),OTHER MYOSITIS (PELVIC/THIGH),5
M6086,OTHER MYOSITIS (LOWER LEG),OTHER MYOSITIS (LOWER LEG),5
M6087,OTHER MYOSITIS (ANKLE/FOOT),OTHER MYOSITIS (ANKLE/FOOT),5
M6088,OTHER MYOSITIS (OTHER),OTHER MYOSITIS (OTHER),5
M6089,OTHER MYOSITIS (SITE UNSPEC),OTHER MYOSITIS (SITE UNSPEC),5
M609,"MYOSITIS, UNSPECIFIED","MYOSITIS, UNSPECIFIED",4
M6090,"MYOSITIS, UNSPECIFIED (MULTIPLE)","MYOSITIS, UNSPECIFIED (MULTIPLE)",5
M6091,"MYOSITIS, UNSPECIFIED (SHOULDER)","MYOSITIS, UNSPECIFIED (SHOULDER)",5
M6092,"MYOSITIS, UNSPECIFIED (UPPER ARM)","MYOSITIS, UNSPECIFIED (UPPER ARM)",5
M6093,"MYOSITIS, UNSPECIFIED (FOREARM)","MYOSITIS, UNSPECIFIED (FOREARM)",5
M6094,"MYOSITIS, UNSPECIFIED (HAND)","MYOSITIS, UNSPECIFIED (HAND)",5
M6095,"MYOSITIS, UNSPECIFIED (PELVIC/THIGH)","MYOSITIS, UNSPECIFIED (PELVIC/THIGH)",5
M6096,"MYOSITIS, UNSPECIFIED (LOWER LEG)","MYOSITIS, UNSPECIFIED (LOWER LEG)",5
M6097,"MYOSITIS, UNSPECIFIED (ANKLE/FOOT)","MYOSITIS, UNSPECIFIED (ANKLE/FOOT)",5
M6098,"MYOSITIS, UNSPECIFIED (OTHER)","MYOSITIS, UNSPECIFIED (OTHER)",5
M6099,"MYOSITIS, UNSPECIFIED (SITE UNSPEC)","MYOSITIS, UNSPECIFIED (SITE UNSPEC)",5
M61,CALCIFICATION AND OSSIFICATION OF MUSCLE,CALCIFICATION AND OSSIFICATION OF MUSCLE,3
M610,MYOSITIS OSSIFICANS TRAUMATICA,MYOSITIS OSSIFICANS TRAUMATICA,4
M6100,MYOSITIS OSSIFICANS TRAUMATICA (MULTIPLE),MYOSITIS OSSIFICANS TRAUMATICA (MULTIPLE),5
M6101,MYOSITIS OSSIFICANS TRAUMATICA (SHOULDER),MYOSITIS OSSIFICANS TRAUMATICA (SHOULDER),5
M6102,MYOSITIS OSSIFICANS TRAUMATICA (UPPER ARM),MYOSITIS OSSIFICANS TRAUMATICA (UPPER ARM),5
M6103,MYOSITIS OSSIFICANS TRAUMATICA (FOREARM),MYOSITIS OSSIFICANS TRAUMATICA (FOREARM),5
M6104,MYOSITIS OSSIFICANS TRAUMATICA (HAND),MYOSITIS OSSIFICANS TRAUMATICA (HAND),5
M6105,MYOSITIS OSSIFICANS TRAUMATICA (PELVIC/THIGH),MYOSITIS OSSIFICANS TRAUMATICA (PELVIC/THIGH),5
M6106,MYOSITIS OSSIFICANS TRAUMATICA (LOWER LEG),MYOSITIS OSSIFICANS TRAUMATICA (LOWER LEG),5
M6107,MYOSITIS OSSIFICANS TRAUMATICA (ANKLE/FOOT),MYOSITIS OSSIFICANS TRAUMATICA (ANKLE/FOOT),5
M6108,MYOSITIS OSSIFICANS TRAUMATICA (OTHER),MYOSITIS OSSIFICANS TRAUMATICA (OTHER),5
M6109,MYOSITIS OSSIFICANS TRAUMATICA (SITE UNSPEC),MYOSITIS OSSIFICANS TRAUMATICA (SITE UNSPEC),5
M611,MYOSITIS OSSIFICANS PROGRESSIVA,MYOSITIS OSSIFICANS PROGRESSIVA,4
